-0.049818,-0.015013,0.163324,0.091833,-0.026333,0.102448,0.042132,0.029231,0.062300,0.015516
-0.010402,-0.452686,0.080873,0.237963,-0.353033,0.082884,0.364995,0.436635,-0.422890,-0.730914
-0.233636,0.194762,-0.412226,0.331070,-0.215403,0.277269,0.137759,0.171584,-0.040350,-0.250728
-0.341609,-0.019279,-0.314005,-0.023038,0.314937,0.047994,-0.253795,0.273324,-0.315823,-0.250092
0.241235,0.240344,-0.055533,-0.382739,-0.415768,-0.196984,0.394069,0.120384,-0.095186,-0.382196
0.042011,0.434819,0.304968,-0.312628,0.035132,0.506869,-0.279258,-0.015058,-0.502981,-0.411331
0.246784,0.198098,0.007167,0.031111,-0.723305,0.462047,-0.286684,-0.309601,-0.491080,0.335385
-0.005907,-0.261649,-0.126601,-0.224662,-0.222484,0.006685,-0.149937,0.272554,0.271453,-0.290737
0.159972,0.003554,-0.023678,0.071779,-0.418331,0.512680,0.143756,0.221104,-0.506775,0.056482
-0.401609,0.206809,0.043789,0.264406,0.134893,-0.263821,-0.495940,-0.210172,-0.112495,0.100784
0.141310,-0.183212,0.183238,-0.028289,-0.399945,-0.295908,-0.020178,-0.056571,-0.172774,0.161465
0.136771,-0.477863,0.069708,0.232030,-0.027401,0.239263,0.180447,0.066220,0.160904,0.069325
-0.025137,0.147039,0.187876,-0.145177,-0.253735,0.294388,-0.198495,-0.333183,0.093068,-0.231920
0.145626,-0.242589,-0.182826,-0.226457,-0.352759,0.417626,0.222198,0.321325,-0.365002,-0.007705
0.140894,-0.163702,0.012839,-0.338905,-0.006042,0.334402,0.147961,-0.002366,-0.115330,0.170685
-0.128036,0.290953,0.288783,-0.046275,-0.031922,0.047413,-0.025211,0.405261,0.217970,-0.432727
-0.386808,0.200098,0.130285,-0.430281,0.145518,-0.160243,-0.152429,0.264597,-0.138317,0.053226
-0.345213,0.026542,-0.009847,-0.026113,-0.337778,-0.369664,-0.193904,0.086872,0.221452,0.287082
-0.436785,0.405067,0.202107,0.200129,-0.288272,0.345647,0.330944,0.205631,-0.101691,-0.182229
0.030292,0.131968,-0.276119,-0.208994,0.238304,-0.396977,-0.156246,-0.126434,0.095218,0.275644
-0.215465,-0.115107,0.259397,0.163056,-0.293703,0.008148,0.298310,-0.375216,0.278432,-0.316783
0.110124,-0.327058,0.238966,-0.279636,-0.022163,-0.046198,0.203077,0.303959,-0.394443,0.218034
0.141805,-0.215429,-0.335850,0.014240,0.136265,-0.325883,0.201712,0.055325,0.129103,0.245523
-0.412483,-0.274468,-0.557320,0.224922,-0.153935,0.336460,0.024182,-0.249613,-0.173854,0.275080
-0.463143,-0.027933,0.082441,0.293294,0.016356,0.446451,-0.055168,0.033771,-0.553900,-0.255527
-0.242970,-0.098015,0.222137,0.215599,0.067065,-0.085671,-0.191961,-0.281765,0.256765,-0.310841
-0.065117,-0.126134,-0.422354,0.184335,0.189268,-0.029243,-0.095898,-0.192456,0.189595,0.314630
0.081868,-0.294536,-0.360457,0.262090,-0.292388,-0.038283,-0.056827,-0.521959,-0.021526,-0.184772
-0.092829,-0.094557,0.381807,0.234617,-0.236878,-0.091003,0.192690,-0.178094,0.078392,-0.344182
-0.340972,0.000209,0.377033,0.278476,0.006974,-0.256192,-0.062377,0.406698,-0.274220,0.238793
0.263302,-0.379818,-0.246209,-0.056974,0.243225,-0.266122,0.190197,0.389356,-0.240004,-0.307871
0.265798,-0.192375,-0.073168,-0.273011,0.085775,-0.160906,0.300713,0.065810,-0.017840,0.199312
0.060787,-0.245215,-0.131136,-0.314145,0.111049,0.300807,0.120880,-0.199600,0.206646,0.213608
