-0.290115,-0.253431,-0.027312,-0.289400,0.372598,-0.254881,0.253043,-0.075771,0.207226,0.309470
0.312363,-0.193263,0.401269,0.281153,-0.234771,-0.046855,-0.103659,0.040917,0.047820,-0.080518
-0.290165,-0.010864,-0.207746,0.263741,0.050224,-0.010709,-0.510909,0.374031,-0.042384,0.102050
0.228641,-0.023667,-0.405114,-0.092803,-0.111218,0.125304,0.423275,0.483265,-0.299803,-0.555088
0.163134,-0.026255,0.012478,-0.359824,0.411920,0.272240,0.196790,0.191169,-0.288186,-0.146257
0.292981,0.004184,0.333150,0.101675,0.159207,-0.183666,0.214536,-0.420949,-0.349734,-0.105565
-0.380066,0.255449,-0.609645,-0.058941,0.339023,0.136453,-0.225050,-0.062999,-0.065044,-0.063234
-0.252519,0.218840,-0.171176,-0.289051,-0.007444,0.185728,0.297507,-0.337357,0.075146,-0.152923
0.327832,0.250688,-0.174361,-0.143584,-0.427101,-0.076732,-0.333427,0.292290,0.044622,-0.003190
0.138293,-0.415956,0.181983,-0.129698,0.338229,0.100021,0.270685,-0.193720,-0.085082,-0.038972
0.223275,-0.187938,-0.291563,-0.074008,0.107911,0.152259,-0.169562,-0.298537,0.153249,0.252346
0.314006,-0.291755,0.138565,-0.055529,-0.105262,0.071534,-0.347295,0.317734,0.027888,-0.163689
0.295443,-0.197497,-0.204999,0.087820,0.239571,0.077854,-0.131280,0.151058,0.287831,0.009473
-0.418951,0.051166,0.159858,0.065264,0.401299,-0.292086,-0.207293,0.054510,-0.318403,-0.118169
0.268756,0.290603,0.347406,0.148090,0.299985,-0.126264,0.322933,-0.388561,-0.222317,0.184448
0.170419,0.248055,-0.161668,-0.143618,-0.481904,-0.453558,-0.189751,-0.225913,-0.224922,0.231517
-0.083838,-0.217737,0.278093,-0.250763,-0.016207,0.179287,-0.163532,-0.166348,0.332097,-0.002070
-0.351760,0.018824,-0.073015,-0.227390,-0.050866,-0.065040,-0.547094,0.158815,-0.093573,0.233540
0.244569,-0.316570,0.349670,0.104820,0.328427,-0.486192,-0.297803,-0.087558,-0.460914,0.130447
-0.427560,-0.015004,-0.038164,0.120576,0.003635,-0.214384,0.029614,-0.178015,0.015866,-0.144484
-0.041507,0.405124,-0.117188,0.265171,0.219849,-0.233039,0.055168,0.467015,-0.374952,-0.450625
-0.372273,0.171427,0.195263,-0.323457,0.035597,0.212757,0.116939,-0.397350,0.283913,-0.257607
-0.016290,0.310234,0.025989,-0.076151,-0.279623,-0.800277,-0.418901,0.019466,-0.441563,0.340781
0.293109,0.251120,-0.062694,-0.174130,-0.322716,0.246625,-0.118176,-0.444607,0.130670,-0.256394
-0.087183,0.363580,-0.298275,0.204805,0.189395,-0.182357,0.392083,0.312303,-0.415884,-0.474160
0.006837,-0.400594,-0.294619,-0.018157,0.295751,0.288476,-0.111986,0.234922,0.075854,-0.006764
-0.074299,0.005603,0.103497,0.264026,0.317885,-0.389116,-0.359872,-0.169714,-0.091956,-0.221279
0.101937,0.317617,0.256917,-0.199197,0.289831,-0.097315,0.260249,-0.288271,0.150335,0.000405
0.040746,0.096706,-0.358473,0.123566,-0.458769,0.216007,0.262504,0.004435,0.062568,0.390124
0.072349,-0.324120,0.234319,0.123064,-0.478897,0.097230,-0.018747,-0.106172,0.014392,0.271755
-0.315041,0.164201,-0.104606,0.409083,-0.192844,0.247157,-0.612031,-0.372450,-0.254000,0.117739
